edad;loannumber;times_late;totaldue;loanamount;employment_status_clients_Permanent;termdays;bank_name_clients_GT Bank;times_loaned;referredby;good_bad_flag
36;10;4;34500;30000;1;30;0;9;0;0
31;2;0;13000;10000;0;30;1;1;1;1
32;6;4;13000;10000;1;30;0;5;0;0
41;4;2;24500;20000;1;30;0;3;0;1
40;7;0;39000;30000;1;60;1;6;0;1
48;2;0;11500;10000;0;15;1;1;0;1
43;2;1;13000;10000;0;30;0;1;0;0
28;9;3;55000;50000;0;60;0;8;0;1
36;4;0;18375;15000;1;30;0;3;1;1
40;5;3;13000;10000;1;30;0;4;0;1
37;3;0;13000;10000;1;30;0;2;0;1
33;7;3;34500;30000;1;30;0;6;0;0
37;7;2;44000;40000;1;30;1;6;0;1
35;4;1;12250;10000;0;30;0;3;0;1
31;5;1;24500;20000;1;30;0;4;0;1
32;5;0;24500;20000;1;30;1;4;0;1
37;2;1;13000;10000;1;30;0;1;0;1
43;7;4;13000;10000;1;30;0;6;0;1
35;4;2;11125;10000;1;15;1;3;0;1
28;5;1;22250;20000;0;15;0;4;0;1
37;2;0;13000;10000;1;30;0;1;1;1
34;4;0;22250;20000;0;15;0;3;1;1
37;2;1;13000;10000;1;30;0;1;0;1
29;2;1;13000;10000;0;30;1;1;1;0
42;3;2;11500;10000;1;15;1;2;0;1
36;6;3;39000;30000;1;60;0;5;0;0
34;2;0;13000;10000;1;30;0;1;1;1
37;7;4;11500;10000;0;15;0;6;0;1
31;3;1;11500;10000;1;15;1;2;0;0
36;4;2;13000;10000;1;30;1;3;0;0
36;3;1;13000;10000;1;30;0;2;0;1
30;5;3;11500;10000;1;15;0;4;0;0
31;5;1;22250;20000;1;15;1;4;0;1
51;3;2;13000;10000;1;30;0;2;0;0
33;2;1;13000;10000;1;30;1;1;0;1
40;2;1;13000;10000;1;30;0;1;1;0
31;9;2;44000;40000;1;30;1;8;0;1
30;7;4;11125;10000;1;15;1;6;0;1
27;2;1;13000;10000;0;30;1;1;0;1
33;2;0;13000;10000;1;30;0;1;0;1
29;12;8;34500;30000;0;30;0;11;0;1
46;10;1;34500;30000;1;30;0;9;0;1
37;2;0;13000;10000;1;30;0;1;0;1
50;9;7;24500;20000;0;30;1;8;0;0
27;5;1;13000;10000;1;30;1;4;0;0
36;3;2;13000;10000;0;30;0;2;0;0
32;2;0;13000;10000;0;30;0;1;1;1
52;5;0;24500;20000;0;30;0;4;1;1
31;11;3;48000;40000;1;60;0;10;0;1
37;2;1;11500;10000;0;15;0;1;0;1
46;10;7;39000;30000;0;60;0;9;0;1
30;3;0;13000;10000;1;30;0;2;0;1
30;3;1;13000;10000;0;30;0;2;0;1
32;2;0;13000;10000;0;30;0;1;1;1
28;7;4;13000;10000;0;30;0;6;0;1
30;2;0;13000;10000;0;30;0;1;1;1
38;2;1;11500;10000;0;15;0;1;1;1
31;6;0;24500;20000;1;30;1;5;0;1
33;7;5;11500;10000;0;15;0;6;0;0
38;3;0;13000;10000;1;30;0;2;0;1
39;11;3;55000;50000;0;60;0;10;0;1
40;7;1;34500;30000;0;30;0;6;0;1
35;4;1;24500;20000;1;30;1;3;0;1
40;8;0;34500;30000;0;30;0;7;0;1
51;11;5;39000;30000;0;60;0;10;0;1
41;2;0;13000;10000;1;30;0;1;1;1
40;4;2;13000;10000;1;30;0;3;0;0
36;13;2;28750;25000;1;30;1;12;0;1
34;7;0;34500;30000;1;30;0;6;0;0
31;3;1;11500;10000;1;15;1;2;0;1
28;3;0;18375;15000;0;30;1;2;1;1
46;11;7;44000;40000;0;30;0;10;0;1
35;2;0;12500;10000;1;30;1;1;1;0
32;3;1;13000;10000;1;30;0;2;0;1
34;5;0;24500;20000;1;30;0;4;0;1
38;2;0;13000;10000;0;30;0;1;0;1
35;2;1;13000;10000;0;30;0;1;0;0
44;3;1;11500;10000;0;15;0;2;0;0
28;5;3;24500;20000;0;30;0;4;0;1
35;3;2;12500;10000;1;30;0;2;1;0
37;2;1;13000;10000;1;30;0;1;0;1
33;2;0;13000;10000;1;30;0;1;0;0
37;3;0;11500;10000;0;15;1;2;0;1
28;2;0;13000;10000;1;30;0;1;1;1
28;4;2;11500;10000;1;15;0;3;0;1
36;2;0;13000;10000;1;30;1;1;0;1
41;15;4;44000;40000;0;30;0;14;0;0
45;2;1;11500;10000;0;15;1;1;0;1
36;11;3;44000;40000;0;30;1;10;0;1
34;2;0;11500;10000;1;15;0;1;0;1
37;2;0;11500;10000;0;15;0;1;0;1
57;7;1;34500;30000;0;30;0;6;0;1
41;12;2;44000;40000;1;30;0;11;0;0
31;12;3;48000;40000;0;60;1;11;0;1
48;5;0;16687;15000;0;15;0;4;1;0
38;4;3;11500;10000;0;15;1;3;0;1
39;7;2;34500;30000;1;30;0;6;0;0
47;2;1;13000;10000;1;30;1;1;0;0
37;3;2;13000;10000;1;30;1;2;0;1
35;22;8;52500;50000;0;30;0;21;0;1
39;2;0;11500;10000;0;15;1;1;1;0
30;4;2;13000;10000;0;30;0;3;0;0
33;5;3;22250;20000;1;15;0;4;0;1
39;6;1;11125;10000;0;15;0;5;0;1
27;7;6;13000;10000;1;30;0;6;0;1
29;12;2;44000;40000;1;30;0;11;0;1
36;2;0;11500;10000;0;15;1;1;1;1
42;6;3;24500;20000;1;30;0;5;0;1
32;9;2;24500;20000;1;30;0;8;0;0
48;7;2;11500;10000;1;15;0;6;0;1
60;4;1;24500;20000;0;30;0;3;0;1
31;12;7;48000;40000;1;60;1;11;0;0
33;2;0;11500;10000;1;15;0;1;0;1
36;2;0;11500;10000;1;15;1;1;0;1
41;2;0;13000;10000;0;30;1;1;0;1
37;3;0;13000;10000;1;30;0;2;1;1
34;7;5;24500;20000;0;30;1;6;0;1
35;4;2;11500;10000;1;15;0;3;0;0
41;13;0;44000;40000;1;30;0;12;0;1
58;2;1;11500;10000;0;15;0;1;0;0
37;2;1;11500;10000;0;15;0;1;0;0
36;3;0;11500;10000;1;15;1;2;0;1
56;5;2;24500;20000;0;30;0;4;0;1
31;2;0;13000;10000;1;30;1;1;0;1
39;2;0;11500;10000;0;15;0;1;0;0
28;3;2;11500;10000;0;15;1;2;0;1
42;7;1;34500;30000;1;30;1;6;0;1
43;4;0;22250;20000;0;15;1;3;0;1
28;2;1;13000;10000;1;30;0;1;0;1
37;3;1;13000;10000;1;30;1;2;0;1
27;5;1;22250;20000;0;15;1;4;0;1
36;2;0;11500;10000;0;15;0;1;1;1
31;8;2;24500;20000;0;30;0;7;0;0
42;5;1;24500;20000;1;30;0;4;0;1
30;2;1;11500;10000;1;15;0;1;1;0
31;2;1;11500;10000;0;15;0;1;0;0
36;12;10;11500;10000;0;15;1;11;0;1
31;3;1;11500;10000;0;15;1;2;0;0
37;4;0;24500;20000;1;30;1;3;0;1
36;10;4;34500;30000;1;30;0;9;0;0
36;10;2;13000;10000;1;30;0;9;0;1
27;8;3;34500;30000;1;30;0;7;0;1
42;13;3;44000;40000;1;30;0;12;0;1
35;2;0;13000;10000;1;30;0;1;1;1
36;2;0;13000;10000;0;30;1;1;0;1
36;5;1;34500;30000;0;30;0;4;0;1
33;9;4;34500;30000;1;30;0;8;0;1
38;4;1;24500;20000;1;30;0;3;0;1
35;3;2;13000;10000;0;30;0;2;0;1
34;5;2;24500;20000;1;30;0;4;0;1
40;7;0;34500;30000;1;30;0;6;0;1
33;7;1;21500;20000;1;15;0;6;0;0
29;2;0;13000;10000;0;30;1;1;0;1
32;3;0;13000;10000;1;30;1;2;0;1
45;10;6;44000;40000;0;30;0;9;0;1
42;3;1;13000;10000;1;30;1;2;1;1
42;10;5;48000;40000;1;60;0;9;0;1
42;2;0;11500;10000;0;15;1;1;0;0
38;12;2;44000;40000;1;30;1;11;0;1
34;3;1;13000;10000;1;30;1;2;0;0
45;11;4;52500;50000;0;30;0;10;0;1
41;9;2;34500;30000;1;30;0;8;0;1
32;4;1;34500;30000;1;30;0;3;0;1
27;10;3;48000;40000;0;60;0;9;0;1
43;5;1;13000;10000;1;30;1;4;0;1
29;3;2;13000;10000;1;30;0;2;0;1
44;2;0;13000;10000;0;30;1;1;1;1
36;2;0;13000;10000;1;30;0;1;0;1
37;7;3;18375;15000;0;30;0;6;0;1
35;15;2;48000;40000;0;60;1;14;0;1
36;2;0;13000;10000;1;30;0;1;0;1
34;2;0;13000;10000;1;30;0;1;0;0
43;4;3;22250;20000;0;15;0;3;0;1
45;3;0;13000;10000;0;30;0;2;0;1
37;10;3;52500;50000;1;30;1;9;0;1
36;2;0;11500;10000;1;15;0;1;0;1
40;10;0;34500;30000;0;30;1;9;0;1
37;4;1;24500;20000;0;30;0;3;0;1
41;3;0;13000;10000;1;30;0;2;0;1
43;15;4;57500;50000;1;90;0;14;0;1
37;7;6;24500;20000;0;30;0;6;0;1
48;8;4;34500;30000;0;30;0;7;0;1
42;4;0;18375;15000;1;30;0;3;1;1
46;3;0;13000;10000;1;30;0;2;0;1
32;6;3;24500;20000;1;30;0;5;0;1
50;3;2;13000;10000;1;30;0;2;0;1
36;8;2;34500;30000;1;30;0;7;0;1
38;12;4;48000;40000;0;60;0;11;0;1
36;2;1;13000;10000;1;30;1;1;0;0
32;2;0;13000;10000;1;30;0;1;0;1
36;3;2;11500;10000;1;15;1;2;1;1
45;7;3;13000;10000;0;30;0;6;0;0
42;3;0;13000;10000;1;30;0;2;1;0
41;9;4;34500;30000;1;30;0;8;0;1
30;9;4;48000;40000;1;60;1;8;0;0
36;8;2;34500;30000;1;30;0;7;0;1
33;17;11;44000;40000;0;30;1;16;0;1
28;7;1;39000;30000;1;60;1;6;0;1
35;2;0;13000;10000;0;30;0;1;0;1
39;13;10;44000;40000;0;30;0;12;0;1
31;2;1;13000;10000;1;30;0;1;0;1
40;3;1;13000;10000;1;30;1;2;0;1
39;3;0;11500;10000;0;15;1;2;0;1
27;8;2;24500;20000;0;30;1;7;0;0
30;4;2;24500;20000;0;30;1;3;0;1
39;7;2;11500;10000;0;30;0;6;0;1
32;4;3;11500;10000;1;15;0;3;0;1
28;10;3;16125;15000;1;15;0;9;0;1
35;2;0;11500;10000;1;15;1;1;0;1
35;2;0;13000;10000;1;30;0;1;1;1
44;2;1;13000;10000;1;30;1;1;0;0
30;6;3;11500;10000;1;15;0;5;0;0
57;7;0;39000;30000;0;60;1;6;0;1
39;6;2;24500;20000;1;30;0;5;0;1
47;2;1;13000;10000;1;30;0;1;0;1
43;6;2;13000;10000;1;30;0;5;0;1
43;4;1;22250;20000;0;15;0;3;0;1
53;2;0;13000;10000;0;30;0;1;0;1
41;8;0;34500;30000;0;30;0;7;0;1
47;2;0;13000;10000;1;30;1;1;0;0
45;13;6;44000;40000;0;30;0;12;0;1
31;2;0;11500;10000;1;15;1;1;0;1
30;2;0;13000;10000;1;30;0;1;1;1
52;2;0;13000;10000;1;30;1;1;0;0
37;5;0;22250;20000;1;15;1;4;0;1
43;7;3;34500;30000;1;30;0;6;0;1
41;5;2;24500;20000;1;30;1;4;0;1
35;3;0;13000;10000;1;30;1;2;0;1
40;2;0;13000;10000;1;30;0;1;1;1
37;3;1;13000;10000;1;30;0;2;0;1
35;11;1;34500;30000;1;30;1;10;0;1
36;10;1;21500;20000;1;15;1;9;0;1
43;4;3;13000;10000;1;30;0;3;0;1
30;3;1;13000;10000;0;30;1;2;0;0
28;2;0;11500;10000;1;15;1;1;0;1
39;5;4;24500;20000;1;30;0;4;0;1
38;10;8;24500;20000;0;30;0;9;0;0
29;2;1;13000;10000;1;30;1;1;1;1
33;3;1;13000;10000;1;30;1;2;0;1
37;11;0;34500;30000;1;30;1;10;0;1
36;8;6;13000;10000;1;30;0;7;0;1
31;2;0;13000;10000;1;30;0;1;0;1
30;2;1;13000;10000;1;30;0;1;0;0
55;6;0;24500;20000;1;30;1;5;1;1
37;10;2;42000;35000;0;60;1;9;0;1
42;3;2;24500;20000;1;30;0;2;0;1
32;6;2;24500;20000;1;30;1;5;0;1
33;2;0;11500;10000;1;15;0;1;1;1
36;2;0;11500;10000;1;15;0;1;0;1
36;7;1;34500;30000;1;30;0;6;0;1
35;2;0;13000;10000;1;30;0;1;0;1
35;3;2;13000;10000;1;30;0;2;0;0
27;2;0;11500;10000;1;15;1;1;0;0
36;8;5;39000;30000;1;60;0;6;0;1
30;2;0;13000;10000;0;30;0;1;1;1
40;2;0;13000;10000;0;30;1;1;0;1
43;6;1;24500;20000;1;30;1;5;0;1
33;2;0;11500;10000;0;15;1;1;0;1
37;2;1;11500;10000;1;15;1;1;0;1
28;13;3;55000;50000;1;60;0;12;0;1
31;2;0;13000;10000;1;30;0;1;0;1
50;4;2;13000;10000;1;30;0;3;0;0
40;2;0;11500;10000;1;15;1;1;0;1
31;4;0;24500;20000;1;30;1;3;0;1
43;2;0;13000;10000;1;30;0;1;0;1
26;2;1;13000;10000;0;30;1;1;0;1
41;9;3;39000;30000;0;60;1;8;0;0
37;2;0;13000;10000;0;30;1;1;1;1
33;5;0;24500;20000;1;30;0;4;0;1
35;4;0;24500;20000;1;30;1;3;0;1
32;2;0;13000;10000;0;30;0;1;0;1
32;10;5;34500;30000;1;30;0;9;0;1
39;12;4;44000;40000;1;30;0;11;0;0
45;3;0;13000;10000;1;30;1;2;1;1
44;12;6;39000;30000;1;60;0;11;0;0
31;4;2;13000;10000;1;30;1;3;0;1
29;10;1;48000;40000;1;60;1;9;0;1
36;2;0;11500;10000;1;15;0;1;1;1
47;13;0;44000;40000;1;30;1;12;0;1
40;7;5;11500;10000;0;15;0;6;0;1
38;2;0;11500;10000;0;15;0;1;0;0
31;2;0;11500;10000;1;15;0;1;0;1
26;2;0;11500;10000;0;15;1;1;0;0
35;2;0;13000;10000;1;30;1;1;0;1
39;3;2;13000;10000;1;30;1;2;0;1
31;3;0;13000;10000;1;30;0;2;0;1
46;13;6;22000;20000;1;30;1;12;0;1
31;14;2;44000;40000;1;30;0;13;0;1
35;2;0;13000;10000;1;30;0;1;0;1
39;3;2;13000;10000;0;30;1;2;0;1
26;2;1;13000;10000;0;30;0;1;1;0
40;6;1;34500;30000;1;30;0;5;0;1
34;2;0;13000;10000;0;30;1;1;0;0
34;7;6;13000;10000;0;30;0;6;0;1
38;11;2;44000;40000;0;30;0;10;0;1
33;8;0;34500;30000;1;30;0;7;0;0
38;10;2;10500;10000;1;15;0;9;0;1
49;2;1;11500;10000;1;15;0;1;0;1
37;2;0;13000;10000;1;30;0;1;1;1
33;6;1;11125;10000;1;15;0;5;0;1
38;3;1;13000;10000;1;30;0;2;0;0
32;8;1;34500;30000;1;30;0;7;0;0
30;14;7;34500;30000;0;30;0;13;0;1
34;2;0;11500;10000;1;15;1;1;1;1
36;6;3;39000;30000;0;60;0;5;0;1
36;2;0;13000;10000;0;30;1;1;0;0
35;2;0;13000;10000;0;30;0;1;1;1
34;3;0;13000;10000;1;30;0;2;0;1
31;2;0;11500;10000;0;15;0;1;0;1
49;4;3;24500;20000;1;30;0;3;0;0
51;17;11;44000;40000;0;30;1;16;0;1
34;2;0;11500;10000;1;15;0;1;0;1
28;8;5;24500;20000;0;30;1;7;0;1
47;2;0;13000;10000;1;30;0;1;0;1
33;3;2;13000;10000;1;30;1;2;0;0
38;6;1;22250;20000;1;15;0;5;0;0
31;2;1;13000;10000;0;30;1;1;0;0
39;6;3;18375;15000;1;30;0;5;0;1
34;6;0;34500;30000;0;30;1;5;0;1
41;3;0;13000;10000;1;30;0;2;0;1
40;2;0;13000;10000;1;30;0;0;0;1
41;2;1;13000;10000;1;30;0;1;0;1
31;3;1;13000;10000;1;30;0;2;0;1
40;2;0;13000;10000;1;30;0;1;1;1
35;16;1;15750;15000;1;30;1;15;0;1
38;8;4;34500;30000;1;30;1;7;0;1
35;7;4;34500;30000;0;30;1;6;0;1
51;6;1;24500;20000;0;30;1;5;1;0
51;3;1;12250;10000;1;30;0;2;0;1
38;3;0;13000;10000;1;30;0;2;0;0
35;4;3;24500;20000;0;30;0;3;0;1
27;9;1;34500;30000;0;30;1;8;0;0
37;7;2;24500;20000;1;30;0;6;0;1
37;7;1;44000;40000;0;30;1;6;0;1
36;2;1;11500;10000;1;15;0;1;0;0
32;4;3;13000;10000;0;30;0;3;0;1
43;3;0;11500;10000;1;15;0;2;1;1
45;4;2;18375;15000;0;30;0;3;0;1
32;5;1;24500;20000;1;30;0;4;0;0
37;2;1;13000;10000;0;30;0;1;0;1
27;2;1;13000;10000;0;30;0;1;0;0
29;2;0;13000;10000;0;30;0;1;0;0
34;9;0;34500;30000;1;30;1;8;0;1
40;2;0;13000;10000;0;30;0;1;0;0
43;7;1;34500;30000;1;30;1;6;0;1
39;10;2;44000;40000;1;30;0;9;0;1
37;5;0;28750;25000;1;30;0;4;0;1
26;8;3;22250;20000;0;15;0;7;0;0
31;11;3;24500;20000;1;30;0;10;0;1
31;6;1;11125;10000;1;15;0;5;0;1
42;2;1;13000;10000;0;30;0;1;0;0
28;6;2;13000;10000;0;30;0;5;0;0
30;8;2;42000;35000;0;60;0;7;0;1
32;2;0;13000;10000;0;30;1;1;0;0
35;2;1;11500;10000;1;15;1;1;0;1
33;15;4;44000;40000;1;30;1;14;0;1
54;2;1;13000;10000;1;30;0;1;1;0
41;3;0;24500;20000;1;30;0;2;0;1
38;4;0;11125;10000;1;15;1;3;0;1
47;8;1;24500;20000;1;30;1;7;0;1
36;8;3;11125;10000;0;15;1;7;0;1
37;3;0;13000;10000;1;30;1;2;0;1
30;12;3;39000;30000;1;60;0;11;0;0
38;10;1;33999;30000;1;30;0;9;0;1
35;2;1;13000;10000;0;30;1;1;0;1
41;4;0;18375;15000;1;30;1;3;0;1
32;5;1;24500;20000;0;30;0;4;0;1
41;2;0;11500;10000;1;15;0;0;0;1
38;4;2;18375;15000;1;30;1;3;0;1
35;2;0;13000;10000;1;30;1;1;0;1
31;9;4;48000;40000;1;60;0;8;0;0
27;2;0;13000;10000;0;30;0;1;0;1
39;3;1;18375;15000;1;30;1;2;1;1
36;2;0;13000;10000;0;30;0;1;0;1
31;2;1;13000;10000;1;30;1;1;0;1
36;3;0;13000;10000;1;30;1;2;0;1
41;6;0;24500;20000;1;30;0;5;0;1
41;11;5;34500;30000;0;30;0;10;0;1
38;5;1;24500;20000;1;30;0;4;0;1
29;12;9;48000;40000;1;60;1;11;0;1
39;2;0;13000;10000;1;30;0;1;1;0
34;8;1;18375;15000;1;30;0;7;0;1
40;9;1;34500;30000;1;30;1;8;0;1
38;3;0;13000;10000;1;30;0;2;1;1
36;10;1;34500;30000;1;30;0;9;0;1
35;8;2;34500;30000;1;30;0;7;0;1
41;3;0;13000;10000;1;30;0;2;0;1
37;7;3;34500;30000;1;30;1;6;0;1
29;2;1;13000;10000;1;30;0;1;0;1
37;8;7;24500;20000;1;30;1;7;0;1
41;7;1;39000;30000;0;60;0;6;0;1
34;12;1;44000;40000;1;30;0;11;0;1
38;2;0;11500;10000;1;15;1;1;0;1
51;2;1;11500;10000;1;15;1;1;0;1
46;2;1;13000;10000;1;30;0;1;0;0
35;7;1;24500;20000;0;30;0;6;0;0
30;12;9;34500;30000;0;30;0;11;0;1
39;5;3;13000;10000;1;30;0;4;0;1
46;8;2;48000;40000;0;60;1;7;0;1
41;2;1;11500;10000;1;15;0;1;1;0
42;2;1;11500;10000;0;15;1;1;0;0
36;2;0;13000;10000;1;30;0;1;0;1
34;3;0;13000;10000;1;30;1;2;0;1
31;7;2;39000;30000;1;60;1;6;0;0
31;3;0;11500;10000;1;15;1;2;0;1
44;5;1;13000;10000;1;30;0;4;1;1
48;4;2;11500;10000;1;15;0;3;0;0
32;2;1;13000;10000;1;30;1;1;0;1
30;2;1;13000;10000;0;30;0;1;0;0
39;2;1;13000;10000;1;30;1;1;1;0
34;4;1;24500;20000;1;30;1;3;0;0
44;9;2;34500;30000;1;30;1;8;0;1
37;6;0;22250;20000;0;15;0;5;0;0
43;4;2;11125;10000;1;15;0;3;0;1
35;14;4;44000;40000;1;30;0;13;0;1
37;4;3;11500;10000;0;15;0;3;0;1
37;3;1;13000;10000;1;30;1;2;0;0
28;2;1;13000;10000;0;30;0;1;0;0
37;4;0;12250;10000;0;30;0;3;0;1
52;4;0;24500;20000;1;30;0;3;1;0
43;3;1;13000;10000;0;30;0;2;0;1
42;3;1;11500;10000;1;15;1;2;0;1
32;3;1;13000;10000;1;30;0;2;0;1
38;2;0;13000;10000;1;30;1;1;1;1
35;2;0;11500;10000;1;15;0;1;1;1
45;3;0;11500;10000;1;15;0;2;1;1
35;2;0;13000;10000;1;30;1;1;0;1
41;10;0;44000;40000;1;30;0;9;0;1
45;2;1;13000;10000;1;30;0;1;1;1
42;2;0;13000;10000;0;30;0;1;0;1
38;2;1;13000;10000;1;30;1;1;0;1
37;4;1;24500;20000;1;30;1;3;0;1
28;7;5;11500;10000;0;15;0;6;0;0
38;2;0;13000;10000;1;30;0;1;1;1
43;2;1;13000;10000;0;30;1;1;0;0
39;7;1;34500;30000;0;30;0;6;0;0
39;2;0;13000;10000;1;30;0;1;1;1
35;3;1;11500;10000;1;15;1;2;0;1
40;2;1;13000;10000;1;30;0;1;0;1
43;5;2;24500;20000;1;30;0;4;0;1
31;3;2;11500;10000;0;15;0;2;0;0
27;9;4;24500;20000;1;30;1;8;0;1
35;4;1;24500;20000;1;30;0;3;0;1
28;3;1;13000;10000;0;30;0;2;0;1
32;13;5;38500;35000;1;30;0;12;0;1
35;2;0;13000;10000;1;30;1;1;1;1
29;3;0;24500;20000;1;30;0;2;1;1
32;3;2;13000;10000;1;30;0;2;0;1
39;2;0;11500;10000;1;15;0;1;0;1
37;3;2;13000;10000;1;30;0;2;0;0
37;2;0;11500;10000;1;15;1;1;1;1
34;5;0;12250;10000;0;30;0;4;0;1
38;10;0;34500;30000;1;30;0;9;0;1
34;6;3;13000;10000;0;30;1;5;0;0
34;5;2;24500;20000;0;30;0;4;0;1
29;3;0;13000;10000;1;30;0;2;0;0
44;2;0;13000;10000;1;30;1;1;0;1
34;7;5;34500;30000;1;30;0;6;0;1
35;16;4;43500;40000;1;30;0;15;0;0
45;8;0;34500;30000;0;30;1;7;0;0
41;2;0;13000;10000;1;30;0;1;0;1
34;8;3;34500;30000;0;30;0;7;0;1
40;5;3;21750;20000;0;15;1;4;0;1
31;7;1;34500;30000;1;30;0;6;0;1
31;4;2;11500;10000;0;15;0;3;0;0
47;11;3;44000;40000;1;30;0;10;0;1
27;18;6;55000;50000;0;60;1;17;0;0
33;2;0;13000;10000;1;30;0;1;1;0
40;5;1;24500;20000;1;30;1;4;0;1
53;4;2;13000;10000;1;30;0;3;0;1
33;11;5;22250;20000;0;15;0;10;0;1
39;2;0;13000;10000;0;30;0;1;0;0
41;10;4;38500;35000;1;30;1;9;0;1
33;5;4;24500;20000;1;30;1;4;1;0
31;5;3;24500;20000;1;30;1;4;0;1
42;5;3;24500;20000;0;30;0;4;0;1
33;4;0;22250;20000;1;15;0;3;0;1
59;2;0;11500;10000;1;15;0;1;0;1
41;4;1;13000;10000;0;30;0;3;0;1
36;5;1;22250;20000;0;15;0;4;0;0
40;15;9;34500;30000;1;30;0;14;0;1
37;7;2;34500;30000;0;30;0;6;0;0
35;3;1;13000;10000;1;30;1;2;0;1
40;11;3;39000;30000;1;60;0;10;0;1
27;4;1;24500;20000;1;30;0;3;0;0
39;9;3;34500;30000;1;30;1;8;0;1
34;2;0;13000;10000;1;30;1;1;0;1
30;7;1;24500;20000;0;30;0;6;0;1
38;4;2;24500;20000;1;30;0;3;1;0
46;3;0;13000;10000;1;30;1;2;0;1
26;8;2;34500;30000;0;30;0;7;0;1
45;5;4;24500;20000;0;30;0;4;0;1
38;8;1;34500;30000;1;30;1;7;0;1
34;3;2;13000;10000;0;30;0;2;0;0
28;5;3;11500;10000;0;15;1;4;1;1
31;5;0;22250;20000;1;15;1;4;0;1
47;2;0;13000;10000;1;30;1;1;0;1
34;4;1;11500;10000;1;15;0;3;0;1
30;6;1;16125;15000;1;15;1;5;0;1
35;7;0;34500;30000;0;30;0;6;0;1
50;3;0;13000;10000;1;30;1;2;0;1
47;7;1;39000;30000;1;60;0;6;0;1
42;3;0;13000;10000;1;30;0;2;0;1
45;6;0;12250;10000;1;30;1;5;0;1
38;3;1;11500;10000;0;15;1;2;0;1
38;2;0;13000;10000;1;30;1;1;0;1
49;5;1;13000;10000;1;30;1;4;0;1
38;3;1;13000;10000;1;30;0;2;0;1
53;9;0;34500;30000;1;30;0;8;0;1
34;27;1;65400;60000;1;60;0;26;0;1
38;4;0;18375;15000;1;30;0;3;0;0
35;3;1;12500;10000;1;30;1;2;0;1
46;2;0;13000;10000;1;30;0;1;0;0
35;3;0;13000;10000;1;30;0;2;0;1
34;3;0;13000;10000;1;30;0;2;0;1
41;5;2;11500;10000;0;15;1;4;0;1
44;9;0;44000;40000;1;30;0;8;0;1
34;3;0;13000;10000;1;30;0;2;0;0
44;2;1;13000;10000;1;30;1;1;0;1
42;9;3;24500;20000;1;30;1;8;0;1
44;3;1;11500;10000;0;15;0;2;0;1
54;3;0;13000;10000;1;30;0;2;0;1
26;4;0;24500;20000;1;30;0;3;0;1
30;4;0;38500;30000;1;60;0;3;0;1
38;4;1;13000;10000;1;30;0;3;0;0
32;8;1;24500;20000;1;30;1;7;0;0
46;7;1;24500;20000;1;30;0;6;0;1
38;2;0;13000;10000;1;30;0;1;0;1
37;4;0;24500;20000;1;30;1;3;0;1
33;3;2;13000;10000;1;30;0;2;1;1
39;5;1;24500;20000;1;30;1;4;0;1
39;5;1;24500;20000;1;30;1;4;0;1
37;6;3;24500;20000;1;30;1;5;0;1
35;13;4;23000;20000;1;30;1;12;0;1
33;2;1;11500;10000;1;15;1;1;0;0
29;8;6;13000;10000;1;30;0;7;0;1
37;10;1;34500;30000;0;30;0;9;0;1
41;3;1;13000;10000;0;30;1;2;0;1
49;7;3;24500;20000;0;30;0;6;0;1
33;9;5;48000;40000;0;60;0;8;0;1
41;9;3;28750;25000;0;30;0;8;0;1
36;2;0;13000;10000;1;30;1;1;1;1
32;3;0;13000;10000;0;30;1;2;0;1
41;5;2;22250;20000;0;15;0;4;0;1
40;2;1;13000;10000;0;30;1;1;1;1
29;4;1;13000;10000;1;30;1;3;0;1
38;3;1;11500;10000;1;15;0;2;1;1
46;3;0;11500;10000;0;15;1;2;0;1
33;5;2;24500;20000;1;30;0;4;0;1
38;5;0;24500;20000;1;30;0;4;0;1
34;2;0;13000;10000;1;30;0;1;0;1
33;4;2;13000;10000;1;30;0;3;1;0
37;4;2;13000;10000;0;30;1;3;0;0
29;2;0;11500;10000;0;15;0;1;0;1
36;8;5;18375;15000;0;30;0;7;0;0
39;4;0;24500;20000;1;30;1;3;0;1
31;2;0;11500;10000;1;15;1;1;0;1
31;4;0;24500;20000;1;30;0;3;0;1
40;8;0;34500;30000;0;30;0;7;0;1
26;2;1;13000;10000;1;30;0;1;0;1
47;8;7;24500;20000;0;30;0;7;0;1
33;6;5;13000;10000;1;30;0;5;0;0
27;2;1;13000;10000;1;30;1;1;0;0
32;2;0;13000;10000;0;30;1;1;0;1
28;11;6;48000;40000;0;60;0;10;0;1
45;5;2;18375;15000;1;30;0;4;0;1
37;2;0;13000;10000;1;30;1;1;0;1
35;2;1;13000;10000;1;30;0;1;0;0
38;13;7;44000;40000;1;30;1;12;0;1
44;7;3;34500;30000;1;30;0;6;0;1
33;2;0;13000;10000;1;30;0;1;0;1
36;9;4;24500;20000;0;30;0;8;0;1
40;3;1;13000;10000;0;30;1;2;0;0
36;4;2;11500;10000;1;15;0;3;0;1
31;10;6;24500;20000;1;30;0;9;0;1
33;2;1;11500;10000;1;15;1;1;0;1
33;2;0;11500;10000;1;15;1;1;0;1
37;3;1;13000;10000;1;30;0;2;0;1
33;7;0;39000;30000;1;60;0;6;0;0
37;3;1;13000;10000;1;30;0;2;0;1
